"Name","Internal name","Type","Description","Group name","Form field","Options","Read only value","Read only definition","Calculated","External options","Deleted","HubSpot defined","Created user","Usages","Fill rate","Last Updated Time","Update Source"
"Number of Sessions","hs_analytics_num_visits","number","The sum of all sessions a contact has made to your website. This is automatically set by HubSpot for each contact.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Event Revenue","hs_analytics_revenue","number","Event revenue can be set on a contact though HubSpot's enterprise Events. http://help.hubspot.com/articles/KCS_Article/Reports/How-do-I-create-Events-in-HubSpot","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Original Source","hs_analytics_source","enumeration","First known source the contact used to find your website. Set automatically, but may be updated manually.","analyticsinformation","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL); AI Referrals (AI_REFERRALS)","false","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Original Source Drill-Down 1","hs_analytics_source_data_1","string","Additional information about the source through which a contact first found your website. This property is automatically set by HubSpot.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Original Source Drill-Down 2","hs_analytics_source_data_2","string","Additional information about the source through which a contact first found your website. This property is automatically set by HubSpot.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Latest Traffic Source","hs_latest_source","enumeration","The source of the latest session for a contact","analyticsinformation","false","Organic Search (ORGANIC_SEARCH); Paid Search (PAID_SEARCH); Email Marketing (EMAIL_MARKETING); Organic Social (SOCIAL_MEDIA); Referrals (REFERRALS); Other Campaigns (OTHER_CAMPAIGNS); Direct Traffic (DIRECT_TRAFFIC); Offline Sources (OFFLINE); Paid Social (PAID_SOCIAL); AI Referrals (AI_REFERRALS)","false","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Latest Traffic Source Drill-Down 1","hs_latest_source_data_1","string","Additional information about the latest source for the last session the contact used to find your website. Set automatically.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Latest Traffic Source Drill-Down 2","hs_latest_source_data_2","string","Additional information about the source for the last session the contact used to find your website. Set automatically.","analyticsinformation","false","","true","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Latest Traffic Source Date","hs_latest_source_timestamp","datetime","The time of the latest session for a contact","analyticsinformation","false","","false","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","Analytics"
"Street Address","address","string","A contact's street address, including apartment or unit #","contactinformation","true","","false","true","false","false","false","true","HubSpot","","10.96%","2/16/26 7:24 PM EST","HubSpot AI"
"Annual Revenue","annualrevenue","string","Annual company revenue","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0.2%","",""
"Are you currently utilizing a Point-of-Sale system at your concept?","are_you_currently_utilizing_a_point_of_sale_system_at_your_concept_","enumeration","","contactinformation","true","Yes (true); No (false)","false","false","false","false","false","false","Lucas Graham","Rollup property (1)","0.25%","4/4/25 2:43 PM EDT","CRM UI"
"Are you looking for anything specific in your next point of sale provider?","are_you_looking_for_anything_specific_in_your_next_point_of_sale_provider_","string","","contactinformation","true","","false","false","false","false","false","false","Lucas Graham","Rollup property (1)","0%","",""
"Company Name","company","string","The name of the contact's company. This is separate from the Name property of the contact's associated company and can be set independently.","contactinformation","true","","false","true","false","false","false","true","HubSpot","Automation platform flow (1)","1.82%","",""
"Company size","company_size","string","A contact's company size. This property is required for the Facebook Ads Integration. This property will be automatically synced via the Lead Ads tool","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"Contact Owner Closing Call Rebook Link","contact_owner_closing_call_rebook_link","string","","contactinformation","true","","false","false","false","false","false","false","Lucas Graham","","0.2%","7/23/25 12:59 PM EDT","Workflow"
"Contact Owner Demo Call Rebook Link","contact_owner_demo_call_rebook_link","string","","contactinformation","true","","false","false","false","false","false","false","Lucas Graham","","0.2%","7/23/25 12:59 PM EDT","Workflow"
"Contact Owner Discovery Call Rebook Link","contact_owner_discovery_call_rebook_link","string","","contactinformation","true","","false","false","false","false","false","false","Lucas Graham","","0.2%","7/23/25 12:59 PM EDT","Workflow"
"Contact Owner Follow-Up Call Rebook Link","contact_owner_follow_up_call_rebook_link","string","","contactinformation","true","","false","false","false","false","false","false","Lucas Graham","","0.2%","7/23/25 12:59 PM EDT","Workflow"
"Create Date","createdate","datetime","The date that a contact entered the system","contactinformation","false","","true","true","false","false","false","true","HubSpot","Rollup property (4); Inbounddb lists (1)","100%","2/19/26 2:38 PM EST","CRM UI"
"Date of birth","date_of_birth","string","A contact's date of birth. This property is required for the Facebook Ads Integration. This property will be automatically synced via the Lead Ads tool","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"Days To Close","days_to_close","number","The days that elapsed from when a contact was created until they closed as a customer. This is set automatically by HubSpot and can be used for segmentation and reporting.","contactinformation","false","","true","true","true","false","false","true","HubSpot","","59.44%","2/19/26 1:05 PM EST","HubSpot Calculation"
"Degree","degree","string","A contact's degree. This property is required for the Facebook Ads Integration. This property will be automatically synced to via Lead Ads tool","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"Email","email","string","A contact's email address","contactinformation","true","","false","true","false","false","false","true","HubSpot","Form (5); Automation platform flow (1); Flow action (2)","81.71%","2/19/26 2:38 PM EST","CRM UI"
"Date of last meeting booked in meetings tool","engagements_last_meeting_booked","datetime","The date of the last meeting that has been scheduled by a contact through the meetings tool. If multiple meetings have been scheduled, the date of the last chronological meeting in the timeline is shown.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Inbounddb lists (1)","0.34%","",""
"Campaign of last booking in meetings tool","engagements_last_meeting_booked_campaign","string","This UTM parameter shows which marketing campaign (e.g. a specific email) referred the contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Medium of last booking in meetings tool","engagements_last_meeting_booked_medium","string","This UTM parameter shows which channel (e.g. email) referred the contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Source of last booking in meetings tool","engagements_last_meeting_booked_source","string","This UTM parameter shows which site (e.g. Twitter) referred the contact to the meetings tool for their most recent booking. This property is only populated when you add tracking parameters to your meeting link.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Field of study","field_of_study","string","A contact's field of study. This property is required for the Facebook Ads Integration. This property will be automatically synced via the Lead Ads tool","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"First Deal Created Date","first_deal_created_date","datetime","The date the first deal for a contact was created. This is automatically set by HubSpot and can be used for segmentation and reporting.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","6.69%","2/19/26 2:38 PM EST","HubSpot Calculation"
"First Name","firstname","string","A contact's first name","contactinformation","true","","false","true","false","false","false","true","HubSpot","Form (4); Automation platform flow (4); Email (5)","80.58%","2/19/26 2:38 PM EST","CRM UI"
"Gender","gender","string","","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"Gift Card Quantity","gift_card_quantity","number","","contactinformation","true","","false","false","false","false","false","false","Lucas Graham","","0%","",""
"Graduation date","graduation_date","string","A contact's graduation date. This property is required for the Facebook Ads Integration. This property will be automatically synced via the Lead Ads tool","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"Handheld Guest Check Paper","handheld_guest_check_paper","number","","contactinformation","true","","false","false","false","false","false","false","Lucas Graham","Form (1)","0%","",""
"Buying Role","hs_buying_role","enumeration","The role that a contact plays during the sales process. Contacts can have more than one role, and they can share the same role with another contact.","contactinformation","true","Blocker (BLOCKER) [READ-ONLY]; Budget Holder (BUDGET_HOLDER) [READ-ONLY]; Champion (CHAMPION) [READ-ONLY]; Decision Maker (DECISION_MAKER) [READ-ONLY]; End User (END_USER) [READ-ONLY]; Executive Sponsor (EXECUTIVE_SPONSOR) [READ-ONLY]; Influencer (INFLUENCER) [READ-ONLY]; Legal & Compliance (LEGAL_AND_COMPLIANCE) [READ-ONLY]; Other (OTHER) [READ-ONLY]","false","true","false","false","false","true","HubSpot","Inbounddb lists (5)","0%","",""
"Enrichment opt out","hs_contact_enrichment_opt_out","bool","","contactinformation","false","Yes (true); No (false)","true","true","false","false","false","true","HubSpot","","0%","",""
"Enrichment opt out timestamp","hs_contact_enrichment_opt_out_timestamp","datetime","Timestamp of when the contact opted out of being included in the HubSpot Enrichment database","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Email Confirmed","hs_content_membership_email_confirmed","bool","Email Confirmation status of user of Content Membership","contactinformation","false","True (true); False (false)","true","true","false","false","false","true","HubSpot","","0%","",""
"Time enrolled in registration follow up emails","hs_content_membership_follow_up_enqueued_at","datetime","The time when the contact was first enrolled in the registration follow up email flow","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Membership Notes","hs_content_membership_notes","string","The notes relating to the contact's content membership.","contactinformation","false","","false","true","false","false","false","true","HubSpot","","0.44%","5/15/25 2:16 PM EDT","Mobile iOS"
"Status","hs_content_membership_status","enumeration","The status of the contact's content membership.","contactinformation","false","Active (active) [READ-ONLY]; Inactive (inactive) [READ-ONLY]","false","true","false","false","false","true","HubSpot","","0%","",""
"Country/Region Code","hs_country_region_code","string","The contact's two-letter country code.","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"Currently Enrolled in Prospecting Agent","hs_currently_enrolled_in_prospecting_agent","bool","Indicates whether or not the contact has an active prospecting agent enrollment","contactinformation","false","Yes (true); No (false)","true","true","true","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","HubSpot Calculation"
"Email Domain","hs_email_domain","string","A contact's email address domain","contactinformation","false","","true","true","true","false","false","true","HubSpot","Inbounddb lists (1); Automation platform flow (1)","81.71%","2/19/26 2:38 PM EST","HubSpot Calculation"
"Inferred Language Codes","hs_inferred_language_codes","enumeration","Inferred languages based on location.  ISO 639-1","contactinformation","false","Abkhazian (ab); Afar (aa); Afrikaans (af); Akan (ak); Albanian (sq); Amharic (am); Arabic (ar); Aragonese (an); Armenian (hy); Assamese (as); Avaric (av); Avestan (ae); Aymara (ay); Azerbaijani (az); Bambara (bm); Bashkir (ba); Basque (eu); Belarusian (be); Bengali (bn); Bislama (bi); Bokmål, Norwegian; Norwegian Bokmål (nb); Bosnian (bs); Breton (br); Bulgarian (bg); Burmese (my); Catalan; Valencian (ca); Central Khmer (km); Chamorro (ch); Chechen (ce); Chichewa; Chewa; Nyanja (ny); Chinese (zh); Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic (cu); Chuvash (cv); Cornish (kw); Corsican (co); Cree (cr); Croatian (hr); Czech (cs); Danish (da); Divehi; Dhivehi; Maldivian (dv); Dutch; Flemish (nl); Dzongkha (dz); English (en); Esperanto (eo); Estonian (et); Ewe (ee); Faroese (fo); Fijian (fj); Finnish (fi); French (fr); Fulah (ff); Gaelic; Scottish Gaelic (gd); Galician (gl); Ganda (lg); Georgian (ka); German (de); Greek, Modern (1453-) (el); Guarani (gn); Gujarati (gu); Haitian; Haitian Creole (ht); Hausa (ha); Hebrew (he); Herero (hz); Hindi (hi); Hiri Motu (ho); Hungarian (hu); Icelandic (is); Ido (io); Igbo (ig); Indonesian (id); Interlingua (International Auxiliary Language Association) (ia); Interlingue; Occidental (ie); Inuktitut (iu); Inupiaq (ik); Irish (ga); Italian (it); Japanese (ja); Javanese (jv); Kalaallisut; Greenlandic (kl); Kannada (kn); Kanuri (kr); Kashmiri (ks); Kazakh (kk); Kikuyu; Gikuyu (ki); Kinyarwanda (rw); Kirghiz; Kyrgyz (ky); Komi (kv); Kongo (kg); Korean (ko); Kuanyama; Kwanyama (kj); Kurdish (ku); Lao (lo); Latin (la); Latvian (lv); Limburgan; Limburger; Limburgish (li); Lingala (ln); Lithuanian (lt); Luba-Katanga (lu); Luxembourgish; Letzeburgesch (lb); Macedonian (mk); Malagasy (mg); Malay (macrolanguage) (ms); Malayalam (ml); Maltese (mt); Manx (gv); Maori (mi); Marathi (mr); Marshallese (mh); Mongolian (mn); Nauru (na); Navajo; Navaho (nv); Ndebele, North; North Ndebele (nd); Ndebele, South; South Ndebele (nr); Ndonga (ng); Nepali (macrolanguage) (ne); Northern Sami (se); Norwegian Nynorsk; Nynorsk, Norwegian (nn); Norwegian (no); Occitan (post 1500) (oc); Ojibwa (oj); Oriya (macrolanguage) (or); Oromo (om); Ossetian; Ossetic (os); Pali (pi); Panjabi; Punjabi (pa); Persian (fa); Polish (pl); Portuguese (pt); Pushto; Pashto (ps); Quechua (qu); Romanian; Moldavian; Moldovan (ro); Romansh (rm); Rundi (rn); Russian (ru); Samoan (sm); Sango (sg); Sanskrit (sa); Sardinian (sc); Serbian (sr); Shona (sn); Sichuan Yi; Nuosu (ii); Sindhi (sd); Sinhala; Sinhalese (si); Slovak (sk); Slovenian (sl); Somali (so); Sotho, Southern (st); Spanish; Castilian (es); Sundanese (su); Swahili (macrolanguage) (sw); Swati (ss); Swedish (sv); Tagalog (tl); Tahitian (ty); Tajik (tg); Tamil (ta); Tatar (tt); Telugu (te); Thai (th); Tibetan (bo); Tigrinya (ti); Tonga (Tonga Islands) (to); Tsonga (ts); Tswana (tn); Turkish (tr); Turkmen (tk); Twi (tw); Uighur; Uyghur (ug); Ukrainian (uk); Urdu (ur); Uzbek (uz); Venda (ve); Vietnamese (vi); Volapük (vo); Walloon (wa); Welsh (cy); Western Frisian (fy); Wolof (wo); Xhosa (xh); Yiddish (yi); Yoruba (yo); Zhuang; Chuang (za); Zulu (zu)","false","false","false","false","false","true","HubSpot","","0%","",""
"Intent Signals active","hs_intent_signals_enabled","bool","Indicates whether intent signal tracking is currently active for this record","contactinformation","false","Yes (true); No (false)","true","false","false","false","false","true","HubSpot","","0%","",""
"Has been enriched","hs_is_enriched","bool","Indicates whether this object has ever had enriched properties written to it.","contactinformation","false","Yes (true); No (false)","true","true","false","false","false","true","HubSpot","","0%","",""
"Contact unworked","hs_is_unworked","bool","Contact has not been assigned or has not been engaged after last owner assignment/re-assignment","contactinformation","false","True (true); False (false)","true","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","HubSpot Calculation"
"Latest Disqualified Lead Date","hs_latest_disqualified_lead_date","datetime","The most recent time at which an associated lead currently in a disqualified stage was moved to that stage","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0%","",""
"Latest Open Lead Date","hs_latest_open_lead_date","datetime","The most recent time an associated open lead was moved to a NEW or IN_PROGRESS state","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0%","",""
"Latest Qualified Lead Date","hs_latest_qualified_lead_date","datetime","The most recent time at which an associated lead currently in a qualified stage was moved to that stage","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0%","",""
"Last sequence ended date","hs_latest_sequence_ended_date","datetime","The last sequence ended date.","contactinformation","false","","true","true","true","false","false","true","HubSpot","","0%","",""
"Last sequence enrolled","hs_latest_sequence_enrolled","number","The last sequence enrolled.","contactinformation","false","","true","true","false","true","false","true","HubSpot","","0%","",""
"Last sequence enrolled date","hs_latest_sequence_enrolled_date","datetime","The last sequence enrolled date.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Lead Status","hs_lead_status","enumeration","The contact's sales, prospecting or outreach status","contactinformation","true","Unclassified; Vendor; New - Manual; New (NEW); Prospecting; In Progress (IN_PROGRESS); Bad Timing (BAD_TIMING); Unqualified (UNQUALIFIED); Disco Booked; Disco Incomplete; Demo Booked; Demo Incomplete; Closing Call Booked; Closing Call Incomplete; Closing Call Complete - Nurture; F/U Booked; F/U Incomplete; Red Zone; Closed Won; Closed Lost; Bad Data; Do Not Contact","false","true","false","false","false","true","HubSpot","Inbounddb lists (1)","0.93%","2/19/26 2:38 PM EST","CRM UI"
"Legal basis for processing contact's data","hs_legal_basis","enumeration","Legal basis for processing contact's data; 'Not applicable' will exempt the contact from GDPR protections","contactinformation","false","Legitimate interest - prospect/lead (Legitimate interest – prospect/lead) [READ-ONLY]; Legitimate interest - existing customer (Legitimate interest – existing customer) [READ-ONLY]; Legitimate interest - other [READ-ONLY]; Performance of a contract [READ-ONLY]; Freely given consent from contact [READ-ONLY]; Not applicable [READ-ONLY]","false","true","false","false","false","true","HubSpot","","0%","",""
"Marketing contact status","hs_marketable_status","enumeration","The marketing status of a contact","contactinformation","false","Marketing contact (true); Non-marketing contact (false)","true","true","false","false","false","true","HubSpot","Inbounddb lists (4)","100%","2/19/26 2:38 PM EST","CRM UI"
"Membership last private content access date","hs_membership_last_private_content_access_date","datetime","The last date a contact accessed private content","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record ID","hs_object_id","number","The unique ID for this record. This value is set automatically by HubSpot.","contactinformation","false","","true","true","false","false","false","true","HubSpot","Flow action (1); Email (1)","100%","2/19/26 2:38 PM EST","CRM UI"
"Record source detail 2","hs_object_source_detail_2","string","Second level of detail on how this record was created.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source detail 3","hs_object_source_detail_3","string","Third level of detail on how this record was created.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Record source","hs_object_source_label","enumeration","How this record was created.","contactinformation","false","","true","true","false","true","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","CRM UI"
"Persona","hs_persona","enumeration","A contact's persona","contactinformation","true","","false","true","false","false","false","true","HubSpot","","0%","",""
"Prospecting Agent Last Enrolled","hs_prospecting_agent_last_enrolled","datetime","The last time the Prospecting Agent enrolled this contact","contactinformation","false","","false","true","false","false","false","true","HubSpot","","0%","",""
"Prospecting Agent Total Enrolled Count","hs_prospecting_agent_total_enrolled_count","number","","contactinformation","false","","false","true","false","false","false","true","HubSpot","","100%","2/19/26 2:38 PM EST","HubSpot Calculation"
"Registration Method","hs_registration_method","string","The method used for registration","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Employment Role","hs_role","enumeration","Job role","contactinformation","true","Accounting (accounting); Administrative (administrative); Business Development (business_development); Communications (communications); Consulting (consulting); Customer Service (customer_service); Design (design); Education (education); Engineering (engineering); Entrepreneurship (entrepreneurship); Finance (finance); Health Professional (health_professional); Human Resources (human_resources); Information Technology (information_technology); Legal (legal); Marketing (marketing); Operations (operations); Product (product); Project Management (project_management); Public Relations (public_relations); Quality Assurance (quality_assurance); Real Estate (real_estate); Recruiting (recruiting); Research (research); Sales (sales); Support (support); Retired (retired)","false","false","false","false","false","true","HubSpot","","0%","",""
"Recent Sales Email Clicked Date","hs_sales_email_last_clicked","datetime","The last time a tracked sales email was clicked by this user","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0.84%","1/12/26 3:25 PM EST","HubSpot Calculation"
"Recent Sales Email Opened Date","hs_sales_email_last_opened","datetime","The last time a tracked sales email was opened by this contact. This property does not update for emails that were sent to more than one contact.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","20.45%","2/19/26 9:16 AM EST","HubSpot Calculation"
"Recent Sales Email Replied Date","hs_sales_email_last_replied","datetime","The most recent email from this contact that was received and logged by HubSpot. This value is automatically set by HubSpot and may not be modified.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","35.35%","2/19/26 7:17 AM EST","HubSpot Calculation"
"Employment Seniority","hs_seniority","enumeration","Job Seniority","contactinformation","true","VP (vp); Director (director); Entry (entry); Executive (executive); Manager (manager); Owner (owner); Partner (partner); Senior (senior); Employee (employee)","false","false","false","false","false","true","HubSpot","","0%","",""
"Number of sequences enrolled","hs_sequences_enrolled_count","number","The number of sequences enrolled.","contactinformation","false","","true","true","false","false","false","true","HubSpot","","0%","",""
"Currently in Sequence","hs_sequences_is_enrolled","bool","A yes/no field that indicates whether the contact is currently in a Sequence.","contactinformation","false","True (true); False (false)","true","true","true","false","false","true","HubSpot","","0%","",""
"Shared teams","hs_shared_team_ids","enumeration","Additional teams whose users can access the Contact based on their permissions. This can be set manually or through Workflows or APIs.","contactinformation","false","","false","true","false","true","false","true","HubSpot","","0%","",""
"Shared users","hs_shared_user_ids","enumeration","Additional users that can access the Contact based on their permissions. This can be set manually or through Workflows and APIs.","contactinformation","false","","false","true","false","true","false","true","HubSpot","","0%","",""
"State/Region Code","hs_state_code","string","The contact's state or region code.","contactinformation","true","","false","false","false","false","false","true","HubSpot","","0%","",""
"Employment Sub Role","hs_sub_role","enumeration","Job sub role","contactinformation","true","Account Executive (account_executive); Account Manager (account_manager); Accountant (accountant); Accounting Manager (accounting_manager); Administrative Assistant (administrative_assistant); Appraisal (appraisal); Architect IT (architect_it); Assistant (assistant); Attorney (attorney); Auditor (auditor); Brand Marketing (brand_marketing); Business Analyst (business_analyst); Business Consultant (business_consultant); Business Manager (business_manager); Chief Financial Officer (chief_financial_officer); Communications Manager (communications_manager); Community (community); Content Marketing (content_marketing); Contracts (contracts); Creative (creative); Customer Service Specialist (customer_service_specialist); Customer Success (customer_success); Data IT (data_it); Data Science Engineer (data_science_engineer); Database Administrator (database_administrator); Design Engineer (design_engineer); Development Specialist (development_specialist); Devops Engineer (devops_engineer); Digital Marketing (digital_marketing); Director of Development (director_of_development); Editorial (editorial); Electrical Engineer (electrical_engineer); Engineering Manager (engineering_manager); Events (events); Executive Assistant (executive_assistant); Facilities (facilities); Fashion Design (fashion_design); Field Marketing (field_marketing); Financial Analyst (financial_analyst); Financial Controller (financial_controller); Fitness (fitness); Founder (founder); General Counsel (general_counsel); General Manager (general_manager); General Partner (general_partner); Graphic Design (graphic_design); Human Resources Specialist (human_resources_specialist); Information Technology Specialist (information_technology_specialist); Investment (investment); Investment Banker (investment_banker); Journalist (journalist); Key Account Manager (key_account_manager); Law Enforcement (law_enforcement); Lawyer (lawyer); Logistics Manager (logistics_manager); Management (management); Marketing Specialist (marketing_specialist); Mechanical Engineer (mechanical_engineer); Medical Doctor (medical_doctor); Network Engineer (network_engineer); Nurse (nurse); Office Management (office_management); Office Manager (office_manager); Operational Specialist (operational_specialist); Owner (owner); Paralegal (paralegal); Principal (principal); Product Design (product_design); Product Manager (product_manager); Product Marketing (product_marketing); Production Manager (production_manager); Professor (professor); Program Coordinator (program_coordinator); Program Manager (program_manager); Project Engineer (project_engineer); Project Manager (project_manager); Property Manager (property_manager); QA engineer (qa_engineer); QA IT (qa_it); Quality Assurance Manager (quality_assurance_manager); Quality Assurance Specialist (quality_assurance_specialist); Realtor (realtor); Recruiter (recruiter); Relationship Manager (relationship_manager); Research Analyst (research_analyst); Risk Compliance (risk_compliance); Sales Executive (sales_executive); Sales Operations (sales_operations); Sales Specialist (sales_specialist); Salesperson (salesperson); Secretary (secretary); Social Marketing (social_marketing); Software Engineer (software_engineer); Strategy (strategy); Student (student); Support (support); Support Specialist (support_specialist); System Administrator (system_administrator); System Analyst (system_analyst); Systems Engineer (systems_engineer); Talent (talent); Tax Audit (tax_audit); Teacher (teacher); Technical Manager (technical_manager); Technical Support Specialist (technical_support_specialist); Therapist (therapist); Training (training); Video (video); Web Developer (web_developer); Writer (writer); Chief Executive Officer (chief_executive_officer); Chief Operating Officer (chief_operating_officer); Chief Marketing Officer (chief_marketing_officer); Chief Technology Officer (chief_technology_officer); Chief Information Officer (chief_information_officer); Chief Human Resources officer (chief_human_resources_officer); Chief Compliance Officer (chief_compliance_officer); Chief Risk Officer (chief_risk_officer); Chief Data Officer (chief_data_officer); Chief Product Officer (chief_product_officer); Chief Revenue Officer (chief_revenue_officer); Chief Sustainability Officer (chief_sustainability_officer); Chief Legal Officer (chief_legal_officer); Chief Security Officer (chief_security_officer); Chief Experience Officer (chief_experience_officer); Chief Innovation Officer (chief_innovation_officer); Retail (retail); Retired (retired)","false","false","false","false","false","true","HubSpot","","0%","",""
"Time between contact creation and deal close","hs_time_between_contact_creation_and_deal_close","number","","contactinformation","false","","false","false","false","false","false","true","HubSpot","","61.46%","2/19/26 1:05 PM EST","HubSpot Calculation"
"Time between contact creation and deal creation","hs_time_between_contact_creation_and_deal_creation","number","","contactinformation","false","","false","false","false","false","false","true","HubSpot","","6.69%","2/19/26 2:38 PM EST","HubSpot Calculation"
